# Filename: 133613_polarimeter_vs_wheel.dat
# Timestamp: Thu Apr 18 13:36:13 2019

# Column 1:
#	name: measurement point
#	size: 0
#	type: coordinate
# Column 2:
#	name: angle
#	type: value
# Column 3:
#	name: S1
#	type: value
# Column 4:
#	name: S2
#	type: value
# Column 5:
#	name: S3
#	type: value
# Column 6:
#	name: DOP
#	type: value
# Column 7:
#	name: power
#	type: value

0	0.000000000000e+00	1.827482850077e-02	9.979803745170e-01	6.083751081507e-02	9.968902587891e+01	8.511899977748e-06
1	1.000000000000e+00	1.823639471109e-02	9.979867747137e-01	6.074398245482e-02	9.968412017822e+01	8.733509275771e-06
2	2.000000000000e+00	1.806889694856e-02	9.979867198782e-01	6.079491680832e-02	9.968398284912e+01	8.975799573818e-06
3	3.000000000000e+00	1.774991134184e-02	9.979897017514e-01	6.083991983409e-02	9.968595123291e+01	9.219553248840e-06
4	4.000000000000e+00	1.766097663755e-02	9.979895284706e-01	6.086863697481e-02	9.968320465088e+01	9.452622180106e-06
5	5.000000000000e+00	1.787172309227e-02	9.979848139600e-01	6.088442016637e-02	9.968268585205e+01	9.681592018751e-06
6	6.000000000000e+00	1.783452641384e-02	9.979936152283e-01	6.075091465331e-02	9.967427825928e+01	9.908381798596e-06
7	7.000000000000e+00	1.780958841214e-02	9.979966105538e-01	6.070900990489e-02	9.967375946045e+01	1.011498898151e-05
8	8.000000000000e+00	1.767112765241e-02	9.979997572316e-01	6.069774141776e-02	9.966796875000e+01	1.031917781802e-05
9	9.000000000000e+00	1.765710976626e-02	9.980038859816e-01	6.063390174090e-02	9.966716003418e+01	1.052343122865e-05
10	1.000000000000e+01	1.776607850374e-02	9.980092619574e-01	6.051346545940e-02	9.966585540771e+01	1.070625967259e-05
11	1.100000000000e+01	1.784802417411e-02	9.980199128153e-01	6.031336217785e-02	9.966606140137e+01	1.090094701794e-05
12	1.200000000000e+01	1.804424007278e-02	9.980199323998e-01	6.025462582177e-02	9.966007995605e+01	1.106239051296e-05
13	1.300000000000e+01	1.812582759380e-02	9.980179265459e-01	6.026336090017e-02	9.965690612793e+01	1.123016591009e-05
14	1.400000000000e+01	1.813735378833e-02	9.980230729763e-01	6.017459766816e-02	9.965839385986e+01	1.144539055531e-05
15	1.500000000000e+01	1.820281117477e-02	9.980258948290e-01	6.010799377936e-02	9.965560913086e+01	1.162249918707e-05
16	1.600000000000e+01	1.803433482926e-02	9.980235346166e-01	6.019789962027e-02	9.965697479248e+01	1.179098126158e-05
17	1.700000000000e+01	1.785334800208e-02	9.980202678867e-01	6.030591059314e-02	9.965293884277e+01	1.195801360154e-05
18	1.800000000000e+01	1.809558079652e-02	9.980140715760e-01	6.033624857362e-02	9.965216064453e+01	1.212776442117e-05
19	1.900000000000e+01	1.784028831818e-02	9.980110486671e-01	6.046214395094e-02	9.964726257324e+01	1.227102438861e-05
20	2.000000000000e+01	1.765771453794e-02	9.980230410068e-01	6.031761547775e-02	9.964273834229e+01	1.240852179762e-05
21	2.100000000000e+01	1.768327626397e-02	9.980251814185e-01	6.027469614244e-02	9.964140319824e+01	1.254251856153e-05
22	2.200000000000e+01	1.750822234045e-02	9.980340883611e-01	6.017824041756e-02	9.963769531250e+01	1.264399270440e-05
23	2.300000000000e+01	1.752406137998e-02	9.980427707132e-01	6.002945193672e-02	9.963749694824e+01	1.274310670851e-05
24	2.400000000000e+01	1.772269364237e-02	9.980514728954e-01	5.982611120002e-02	9.963769531250e+01	1.283308483835e-05
25	2.500000000000e+01	1.802238295426e-02	9.980610404338e-01	5.957644904481e-02	9.963745880127e+01	1.289923875447e-05
26	2.600000000000e+01	1.815978766768e-02	9.980651099487e-01	5.946644780802e-02	9.963869476318e+01	1.294442699873e-05
27	2.700000000000e+01	1.806938299267e-02	9.980576216883e-01	5.961946987404e-02	9.963545227051e+01	1.296900427405e-05
28	2.800000000000e+01	1.800836474886e-02	9.980503930817e-01	5.975877900763e-02	9.963327789307e+01	1.299433279200e-05
29	2.900000000000e+01	1.798765711995e-02	9.980373757272e-01	5.998200432584e-02	9.962897491455e+01	1.299409177591e-05
30	3.000000000000e+01	1.799858652616e-02	9.980242037506e-01	6.019750502421e-02	9.962675476074e+01	1.297515063925e-05
31	3.100000000000e+01	1.794126283677e-02	9.980152851257e-01	6.036225429264e-02	9.962953186035e+01	1.296380924032e-05
32	3.200000000000e+01	1.793185926541e-02	9.980024321474e-01	6.057717269044e-02	9.962538146973e+01	1.289477313549e-05
33	3.300000000000e+01	1.773235484412e-02	9.980041345211e-01	6.060784660826e-02	9.962787628174e+01	1.284301106352e-05
34	3.400000000000e+01	1.763634295897e-02	9.980097598460e-01	6.054319663886e-02	9.962648773193e+01	1.276725106436e-05
35	3.500000000000e+01	1.742424676008e-02	9.980135705275e-01	6.054179273693e-02	9.962140655518e+01	1.266686740564e-05
36	3.600000000000e+01	1.721138714540e-02	9.980193661535e-01	6.050713127410e-02	9.961576843262e+01	1.258349584532e-05
37	3.700000000000e+01	1.713728504921e-02	9.980159860314e-01	6.058386820724e-02	9.961447906494e+01	1.246308329428e-05
38	3.800000000000e+01	1.727169397661e-02	9.980013921100e-01	6.078577081603e-02	9.960878753662e+01	1.235326180904e-05
39	3.900000000000e+01	1.722270675885e-02	9.979974294841e-01	6.086467871412e-02	9.960960388184e+01	1.224553852808e-05
40	4.000000000000e+01	1.744642054229e-02	9.979892583093e-01	6.093490550976e-02	9.960684204102e+01	1.211629114550e-05
