# Filename: 111053_polarimeter_vs_wheel.dat
# Timestamp: Thu Apr 18 11:10:53 2019

# Column 1:
#	name: measurement point
#	size: 0
#	type: coordinate
# Column 2:
#	name: angle
#	type: value
# Column 3:
#	name: S1
#	type: value
# Column 4:
#	name: S2
#	type: value
# Column 5:
#	name: S3
#	type: value
# Column 6:
#	name: DOP
#	type: value
# Column 7:
#	name: power
#	type: value

0	0.000000000000e+00	-2.283966456153e-01	-8.123025458784e-01	5.366558918257e-01	1.032987060547e+02	1.922038427438e-05
1	1.000000000000e+00	-1.711417478022e-01	-8.253061015626e-01	5.381266959394e-01	1.034186859131e+02	1.919600072142e-05
2	2.000000000000e+00	-1.133335384831e-01	-8.347930274321e-01	5.387727817973e-01	1.034509582520e+02	1.920097929542e-05
3	3.000000000000e+00	-5.437406026022e-02	-8.399661076811e-01	5.399077694551e-01	1.035586929321e+02	1.917884947034e-05
4	4.000000000000e+00	4.678835068246e-03	-8.409624205346e-01	5.410732997949e-01	1.036345443726e+02	1.915980283229e-05
5	5.000000000000e+00	6.307713062625e-02	-8.379268743841e-01	5.421252888188e-01	1.037241897583e+02	1.913763662742e-05
6	6.000000000000e+00	1.207333090451e-01	-8.308001429791e-01	5.433181301162e-01	1.037854614258e+02	1.909469756356e-05
7	7.000000000000e+00	1.771765564385e-01	-8.194023986946e-01	5.451496829882e-01	1.036810836792e+02	1.911374783958e-05
8	8.000000000000e+00	2.333427822807e-01	-8.044689906512e-01	5.462424269848e-01	1.037326736450e+02	1.907969453896e-05
9	9.000000000000e+00	2.878655978970e-01	-7.859153407450e-01	5.472389557853e-01	1.038553161621e+02	1.907901059894e-05
10	1.000000000000e+01	3.411140422898e-01	-7.634287115600e-01	5.484686066846e-01	1.038344650269e+02	1.907395017042e-05
11	1.100000000000e+01	3.939939666724e-01	-7.367560331372e-01	5.495082363910e-01	1.037194519043e+02	1.908554077090e-05
12	1.200000000000e+01	4.436294183978e-01	-7.069932283821e-01	5.507753754063e-01	1.036913757324e+02	1.908375816129e-05
13	1.300000000000e+01	4.915450238444e-01	-6.736163008944e-01	5.519280466719e-01	1.036315155029e+02	1.906059878820e-05
14	1.400000000000e+01	5.367826603767e-01	-6.378658857708e-01	5.522603437590e-01	1.036801681519e+02	1.905025601445e-05
15	1.500000000000e+01	5.797871527008e-01	-5.976714648007e-01	5.537469437623e-01	1.035765533447e+02	1.905073804664e-05
16	1.600000000000e+01	6.194079577354e-01	-5.556807543585e-01	5.545743242610e-01	1.035156326294e+02	1.904617420223e-05
17	1.700000000000e+01	6.563338677997e-01	-5.097754883525e-01	5.561967326892e-01	1.033894500732e+02	1.906924080686e-05
18	1.800000000000e+01	6.903306782571e-01	-4.616654038642e-01	5.570535068841e-01	1.032632369995e+02	1.906553188746e-05
19	1.900000000000e+01	7.209666489453e-01	-4.110179219711e-01	5.579169821103e-01	1.031709060669e+02	1.909932507260e-05
20	2.000000000000e+01	7.471778336144e-01	-3.591253916528e-01	5.592443455463e-01	1.030556945801e+02	1.911353865580e-05
21	2.100000000000e+01	7.702659601517e-01	-3.044154319165e-01	5.603762980735e-01	1.028551177979e+02	1.914159838634e-05
22	2.200000000000e+01	7.898200682411e-01	-2.485658720018e-01	5.607131771945e-01	1.027986831665e+02	1.914529093483e-05
23	2.300000000000e+01	8.047480870110e-01	-1.916329050161e-01	5.618339133296e-01	1.025941390991e+02	1.915294342325e-05
24	2.400000000000e+01	8.159756874766e-01	-1.335765473313e-01	5.624419822969e-01	1.024371337891e+02	1.917026565934e-05
25	2.500000000000e+01	8.233472301796e-01	-7.535233182120e-02	5.625134350793e-01	1.023194427490e+02	1.919651185744e-05
26	2.600000000000e+01	8.260267906410e-01	-1.676058218958e-02	5.633815971684e-01	1.021176757812e+02	1.922259798448e-05
27	2.700000000000e+01	8.250801190585e-01	4.168836875526e-02	5.634757111402e-01	1.019969253540e+02	1.924571915879e-05
28	2.800000000000e+01	8.196765023725e-01	1.011049265540e-01	5.638335084800e-01	1.017879257202e+02	1.928903111548e-05
29	2.900000000000e+01	8.102955061399e-01	1.591016990638e-01	5.640104982041e-01	1.016338577271e+02	1.932027225848e-05
30	3.000000000000e+01	7.970286444953e-01	2.157912549189e-01	5.640739970559e-01	1.014713745117e+02	1.935055479407e-05
31	3.100000000000e+01	7.795360746477e-01	2.721780578043e-01	5.641299612436e-01	1.013047332764e+02	1.937731758517e-05
32	3.200000000000e+01	7.581503818359e-01	3.269328084508e-01	5.642011496626e-01	1.011285400391e+02	1.940184483828e-05
33	3.300000000000e+01	7.329019213866e-01	3.802852538411e-01	5.641257832601e-01	1.009670181274e+02	1.943073039001e-05
34	3.400000000000e+01	7.041236276393e-01	4.318111307973e-01	5.636923489986e-01	1.008214340210e+02	1.947378041223e-05
35	3.500000000000e+01	6.715613454254e-01	4.813438262756e-01	5.633058496383e-01	1.006748199463e+02	1.951974809344e-05
36	3.600000000000e+01	6.358501323382e-01	5.281593362086e-01	5.627986538551e-01	1.005325927734e+02	1.954155231942e-05
